Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
AMD,129.1,Put,120,2023-06-23,10,1.14,1.17,1.2,1.18,1997,1119,1.78,49.46%,-0.195201,"14:04 ET"
AMD,129.1,Call,131,2023-06-23,10,3.25,3.3,3.35,3.26,2014,1129,1.78,52.27%,0.422746,"14:03 ET"
META,271.3,Call,272.5,2023-06-16,3,2.86,2.88,2.9,2.9,6800,3816,1.78,38.74%,0.425153,"14:05 ET"
IEP,31.12,Call,32,2023-06-16,3,0.55,0.6,0.65,0.67,579,327,1.77,90.42%,0.361873,"13:52 ET"
QCOM,125.12,Call,130,2023-06-23,10,0.86,0.88,0.9,1,1482,839,1.77,31.86%,0.234411,"13:50 ET"
AI,43.73,Call,39,2023-06-16,3,4.2,4.35,4.5,4.29,4257,2404,1.77,127.04%,0.801864,"14:03 ET"
XOM,106.94,Call,111,2023-06-16,3,0.14,0.15,0.15,0.14,9993,5655,1.77,31.75%,0.097689,"14:01 ET"
AG,5.63,Call,6,2023-06-30,17,0.09,0.1,0.1,0.1,525,299,1.76,46.36%,0.295316,"13:36 ET"
DG,160.07,Call,160,2023-06-16,3,1.45,1.53,1.6,1.62,1730,984,1.76,26.56%,0.50245,"14:04 ET"
TSLA,259.44,Put,247.5,2023-06-23,10,4.7,4.73,4.75,4.71,2341,1333,1.76,55.27%,-0.299534,"14:04 ET"
TSLA,259.44,Put,235,2023-06-16,3,0.45,0.46,0.46,0.45,15533,8842,1.76,69.57%,-0.062188,"14:04 ET"
AEP,83.47,Put,82.5,2023-08-18,66,2.35,2.43,2.5,2.5,625,357,1.75,21.77%,-0.420478,"11:13 ET"
SHOP,63.71,Call,68,2023-06-16,3,0.29,0.3,0.3,0.31,4145,2363,1.75,68.19%,0.14902,"13:59 ET"
SOFI,9.48,Call,10,2023-06-16,3,0.19,0.2,0.2,0.2,40738,23276,1.75,121.38%,0.315824,"14:04 ET"
OPEN,2.94,Call,3,2023-07-21,38,0.38,0.39,0.4,0.4,550,317,1.74,117.05%,0.545189,"14:00 ET"
IONS,42,Call,45,2023-07-21,38,0.55,0.6,0.65,0.6,849,489,1.74,28.70%,0.265317,"13:16 ET"
AAPL,183.01,Call,185,2023-07-28,45,4.4,4.45,4.5,4.35,1151,661,1.74,19.06%,0.483262,"13:56 ET"
ENVX,14.07,Call,14.5,2023-06-16,3,0.3,0.32,0.35,0.3,1478,850,1.74,94.64%,0.376165,"14:03 ET"
ORCL,117.68,Call,124,2023-06-16,3,0.24,0.25,0.26,0.24,2206,1271,1.74,44.68%,0.10662,"13:50 ET"
GOOGL,123.89,Put,122,2023-06-16,3,0.62,0.63,0.64,0.6,4459,2567,1.74,30.04%,-0.293071,"14:00 ET"
HCA,279.8,Call,310,2024-01-19,220,11.5,12.3,13.1,11.5,501,290,1.73,22.98%,0.368347,"10:16 ET"
LH,228.04,Put,105,2024-01-19,220,0.35,0.98,1.6,0.35,659,380,1.73,48.66%,-0.010508,"12:59 ET"
MRNA,128,Call,128,2023-06-16,3,2.47,2.55,2.63,2.55,1381,800,1.73,55.07%,0.510179,"14:04 ET"
JD,38.12,Call,39,2023-06-16,3,0.4,0.42,0.43,0.4,2823,1629,1.73,54.39%,0.33168,"14:05 ET"
SHOP,63.71,Put,62,2023-06-16,3,0.72,0.73,0.73,0.74,3546,2051,1.73,61.38%,-0.309754,"14:03 ET"
PLUG,10.89,Call,11,2023-06-16,3,0.46,0.46,0.47,0.48,7388,4276,1.73,134.16%,0.483649,"14:04 ET"
TSLA,259.44,Call,255,2023-07-14,31,18.85,19.03,19.2,19.4,945,548,1.72,56.21%,0.574419,"14:02 ET"
FCX,39.81,Put,39,2023-07-21,38,1.44,1.46,1.49,1.45,1153,669,1.72,37.81%,-0.393647,"14:03 ET"
NVDA,408.26,Put,387.5,2023-06-23,10,3.65,3.7,3.75,3.6,1752,1020,1.72,41.88%,-0.22078,"13:51 ET"
SHOP,63.71,Call,65,2023-06-23,10,1.64,1.65,1.66,1.63,2362,1376,1.72,52.76%,0.425812,"14:03 ET"
MU,68.24,Put,67,2023-06-16,3,0.46,0.47,0.48,0.48,6463,3750,1.72,38.82%,-0.307139,"14:02 ET"
NVDA,408.26,Call,450,2023-06-23,10,2.01,2.03,2.04,2.14,10135,5886,1.72,49.97%,0.125314,"14:02 ET"
SOFI,9.48,Call,10,2023-06-23,10,0.38,0.39,0.39,0.38,11474,6682,1.72,96.97%,0.389708,"14:03 ET"
ORCL,117.68,Call,145,2023-07-21,38,0.14,0.15,0.15,0.16,633,371,1.71,32.90%,0.030914,"13:31 ET"
IQ,5.06,Call,5,2023-06-23,10,0.25,0.26,0.27,0.26,994,582,1.71,65.18%,0.581172,"14:01 ET"
GME,27.31,Call,30,2023-07-07,24,1.16,1.26,1.36,1.22,1389,813,1.71,85.55%,0.347351,"14:04 ET"
TSLA,259.44,Call,330,2023-07-21,38,4.05,4.07,4.1,4.1,1964,1146,1.71,66.32%,0.155683,"14:03 ET"
NFLX,435.87,Call,470,2023-06-16,3,0.56,0.58,0.59,0.59,2395,1404,1.71,55.63%,0.063168,"14:04 ET"
AMZN,126.52,Put,124,2023-06-23,10,1.44,1.45,1.46,1.4,2799,1636,1.71,30.40%,-0.335827,"13:59 ET"
DAL,41.36,Call,43,2023-07-21,38,0.99,1,1.01,1,1245,733,1.7,29.86%,0.380178,"14:03 ET"
RBLX,39.81,Call,39.5,2023-06-16,3,0.98,1,1.02,1.12,1309,771,1.7,63.91%,0.540453,"13:49 ET"
GM,37.69,Put,33,2024-06-21,374,2.54,2.58,2.61,2.68,1961,1152,1.7,36.10%,-0.258857,"12:56 ET"
PTON,9.6,Call,9.5,2023-06-16,3,0.4,0.41,0.41,0.4,6408,3760,1.7,105.78%,0.549115,"14:04 ET"
WCC,166.2,Call,140,2023-06-16,3,25.1,26.55,28,25.7,851,505,1.69,169.79%,0.885397,"12:55 ET"
NVDA,408.26,Put,377.5,2023-06-23,10,1.88,1.9,1.91,1.89,973,576,1.69,42.40%,-0.128417,"14:05 ET"
EH,14.05,Call,15,2023-07-21,38,1.35,1.43,1.5,1.5,2070,1228,1.69,103.70%,0.491663,"13:55 ET"
FCX,39.81,Put,36,2023-07-21,38,0.52,0.54,0.55,0.54,3108,1836,1.69,39.28%,-0.184432,"13:55 ET"
TGT,128.9,Put,127,2023-06-23,10,1.48,1.5,1.51,1.5,529,314,1.68,28.41%,-0.355644,"13:59 ET"
CVNA,23.94,Call,22,2023-06-23,10,3.45,3.53,3.6,3.7,656,390,1.68,177.05%,0.650183,"13:51 ET"
PYPL,63.63,Put,61,2023-06-23,10,0.41,0.42,0.42,0.35,1056,630,1.68,31.75%,-0.213627,"13:46 ET"
AMD,129.1,Call,127,2023-06-23,10,4.9,4.98,5.05,4.85,1481,884,1.68,50.84%,0.565847,"14:03 ET"
AMD,129.1,Call,140,2023-06-23,10,1.29,1.32,1.34,1.32,4092,2431,1.68,58.78%,0.198758,"14:04 ET"
CCL,15.26,Call,16,2023-07-07,24,0.81,0.83,0.85,0.82,502,301,1.67,71.14%,0.439281,"13:42 ET"
QCOM,125.12,Call,126,2023-06-16,3,1.17,1.19,1.2,1.23,949,569,1.67,37.03%,0.403017,"13:57 ET"
WMT,155.14,Put,155,2023-06-16,3,0.72,0.74,0.75,0.73,1324,793,1.67,15.47%,-0.444669,"14:04 ET"
ORCL,117.68,Call,130,2024-01-19,220,5.7,5.78,5.85,5.72,1461,877,1.67,25.41%,0.388686,"14:03 ET"
AI,43.73,Call,37.5,2023-06-16,3,5.4,5.55,5.7,6.15,2553,1531,1.67,131.84%,0.874896,"14:00 ET"
AMZN,126.52,Call,128,2023-06-16,3,1.06,1.07,1.08,1.06,18646,11187,1.67,37.78%,0.364659,"14:04 ET"
CAKE,33.86,Put,32.5,2023-07-21,38,0.7,0.75,0.8,0.95,833,501,1.66,32.99%,-0.305978,"09:47 ET"
EXPI,19.24,Put,20,2023-06-16,3,1,1.13,1.25,1,1004,605,1.66,70.94%,-0.726941,"13:28 ET"
QS,7.61,Put,7,2023-06-16,3,0.1,0.11,0.12,0.11,1305,787,1.66,119.02%,-0.22226,"13:58 ET"
JD,38.12,Call,41,2023-06-16,3,0.1,0.11,0.11,0.1,1361,819,1.66,61.57%,0.101283,"13:46 ET"
PLUG,10.89,Call,12,2023-06-16,3,0.21,0.22,0.22,0.22,2815,1695,1.66,153.12%,0.258918,"14:05 ET"
NCLH,19.44,Call,25,2023-09-15,94,0.43,0.44,0.44,0.44,513,310,1.65,47.37%,0.19071,"13:54 ET"
SKX,52.41,Call,60,2023-10-20,129,1.5,1.58,1.65,1.6,823,499,1.65,30.57%,0.29256,"13:46 ET"
XPEV,10.22,Call,11.5,2023-06-30,17,0.27,0.29,0.3,0.3,874,531,1.65,81.85%,0.289332,"13:15 ET"
QURE,19.61,Call,25,2023-07-21,38,3.3,3.4,3.5,3.25,1100,666,1.65,200.00%,0.48447,"13:20 ET"
IBM,137.77,Put,133,2023-06-23,10,0.27,0.29,0.31,0.29,2297,1393,1.65,19.26%,-0.129936,"11:40 ET"
M,16.32,Call,13,2023-06-16,3,3.3,3.35,3.4,3.35,1060,647,1.64,159.04%,0.951601,"13:58 ET"
AMD,129.1,Put,122,2023-06-16,3,0.75,0.77,0.78,0.79,3849,2354,1.64,63.15%,-0.185587,"14:04 ET"
F,14.14,Call,15,2023-07-28,45,0.35,0.37,0.38,0.36,4316,2628,1.64,35.48%,0.331004,"13:58 ET"
JPM,142.36,Call,143,2023-06-16,3,0.75,0.76,0.77,0.79,9831,6009,1.64,20.69%,0.402739,"14:03 ET"
AVGO,850.11,Call,855,2023-06-16,3,9.6,9.95,10.3,9.83,536,329,1.63,39.37%,0.442671,"13:54 ET"
ORCL,117.68,Call,140,2023-08-18,66,0.44,0.48,0.51,0.51,544,334,1.63,27.28%,0.085155,"14:01 ET"
BA,220.87,Call,240,2023-06-23,10,0.48,0.5,0.52,0.47,1369,840,1.63,35.04%,0.08669,"13:59 ET"
CCL,15.26,Call,15.5,2023-06-23,10,0.49,0.5,0.5,0.49,4016,2465,1.63,58.78%,0.459186,"14:04 ET"
ORCL,117.68,Put,115,2023-06-16,3,0.52,0.54,0.56,0.54,5633,3452,1.63,36.98%,-0.231103,"14:02 ET"
SNAP,10.32,Call,5,2023-06-16,3,5.2,5.25,5.3,5.26,501,310,1.62,258.71%,0.999267,"10:06 ET"
EOLS,8.19,Call,10,2023-10-20,129,0.7,0.75,0.8,0.7,529,327,1.62,65.62%,0.38644,"11:50 ET"
JD,38.12,Call,39.5,2023-06-16,3,0.28,0.29,0.3,0.3,589,363,1.62,57.58%,0.257059,"13:30 ET"
TSLA,259.44,Call,325,2023-06-30,17,1.25,1.26,1.27,1.25,697,431,1.62,69.81%,0.07584,"14:03 ET"
AMD,129.1,Call,105,2025-01-17,584,44.35,45.03,45.7,44.7,3001,1856,1.62,46.77%,0.780079,"13:46 ET"
BABA,87.71,Call,88,2023-06-16,3,1.45,1.46,1.46,1.46,13013,8025,1.62,48.46%,0.4919,"14:04 ET"
ORCL,117.68,Call,120,2023-06-16,3,0.81,0.85,0.89,0.87,16341,10098,1.62,40.76%,0.315369,"14:04 ET"
NFLX,435.87,Call,510,2023-09-15,94,11.6,11.75,11.9,12.1,543,337,1.61,38.24%,0.255037,"13:55 ET"
LYFT,10.74,Call,11,2023-06-23,10,0.33,0.34,0.34,0.34,975,604,1.61,64.57%,0.428909,"14:02 ET"
TSLA,259.44,Put,240,2023-06-30,17,4.75,4.78,4.8,4.76,1370,851,1.61,55.45%,-0.244729,"14:02 ET"
TGT,128.9,Call,129,2023-06-16,3,1.72,1.75,1.77,1.75,1900,1180,1.61,37.00%,0.511022,"14:05 ET"
RUN,20.84,Call,22.5,2023-07-21,38,1.39,1.4,1.42,1.39,2596,1611,1.61,75.23%,0.428645,"13:08 ET"
TSM,108.04,Call,110,2023-06-23,10,1.67,1.69,1.71,1.7,740,463,1.6,35.40%,0.392934,"14:02 ET"
BABA,87.71,Call,93,2023-06-23,10,0.97,0.99,1.01,1,982,613,1.6,47.72%,0.250971,"14:04 ET"
CHPT,9.75,Call,10,2023-06-23,10,0.36,0.37,0.38,0.36,2034,1268,1.6,75.50%,0.432036,"14:01 ET"
ATVI,80.96,Call,86,2023-06-16,3,0.12,0.2,0.28,0.2,517,326,1.59,52.90%,0.10902,"13:36 ET"
NVDA,408.26,Call,440,2023-07-28,45,13.05,13.18,13.3,13.75,570,359,1.59,42.98%,0.346554,"13:44 ET"
INTC,33.69,Put,32.5,2023-06-23,10,0.45,0.46,0.46,0.45,716,449,1.59,42.11%,-0.293526,"13:45 ET"
AI,43.73,Call,40,2023-07-07,24,5.9,6.05,6.2,6.48,721,453,1.59,106.74%,0.650907,"13:57 ET"
BA,220.87,Put,222.5,2023-06-16,3,3.25,3.35,3.45,3.5,775,486,1.59,32.89%,-0.573984,"13:47 ET"
NVDA,408.26,Call,415,2023-06-30,17,12.35,12.4,12.45,12.4,988,620,1.59,44.01%,0.449761,"14:05 ET"
QURE,19.61,Call,35,2023-07-21,38,1.35,1.68,2,1.8,1349,849,1.59,204.77%,0.297314,"12:49 ET"
BA,220.87,Call,227.5,2023-06-16,3,0.78,0.8,0.83,0.82,3622,2284,1.59,36.56%,0.202781,"14:03 ET"
TSLA,259.44,Call,255,2023-07-21,38,21.85,21.95,22.05,21.9,5936,3733,1.59,59.17%,0.575913,"14:05 ET"
AMZN,126.52,Put,124,2023-06-16,3,0.71,0.72,0.72,0.7,9587,6035,1.59,36.40%,-0.274224,"14:04 ET"
ORCL,117.68,Put,117,2023-06-23,10,1.66,1.69,1.73,1.77,543,343,1.58,27.18%,-0.425611,"13:59 ET"
M,16.32,Call,14.5,2023-06-16,3,1.83,1.86,1.88,1.86,1407,889,1.58,68.08%,0.975698,"14:00 ET"
SQ,66.1,Put,63,2023-06-16,3,0.4,0.41,0.41,0.4,2612,1656,1.58,58.14%,-0.20133,"14:04 ET"
RVLV,16.4,Put,17.5,2023-06-16,3,1.2,1.25,1.3,1.23,2738,1738,1.58,60.92%,-0.894606,"14:01 ET"
NIO,8.85,Put,8.5,2023-06-16,3,0.12,0.13,0.13,0.13,13392,8457,1.58,89.29%,-0.279958,"14:04 ET"
CCJ,31.56,Call,34,2023-06-30,17,0.29,0.31,0.32,0.3,651,415,1.57,39.04%,0.207944,"14:00 ET"
TSLA,259.44,Put,260,2023-09-15,94,27.1,27.15,27.2,27.15,837,533,1.57,53.45%,-0.442015,"14:04 ET"
M,16.32,Call,13.5,2023-06-16,3,2.78,2.84,2.89,2.83,850,543,1.57,131.00%,0.952568,"13:58 ET"
TSLA,259.44,Call,330,2023-08-18,66,6.9,6.95,7,7.1,994,632,1.57,59.52%,0.210726,"14:00 ET"
PLTR,15.99,Call,14.5,2023-06-23,10,1.67,1.72,1.77,1.7,1273,812,1.57,81.99%,0.772098,"14:04 ET"
TSLA,259.44,Put,232.5,2023-06-23,10,1.51,1.53,1.54,1.52,1833,1170,1.57,57.28%,-0.120862,"14:03 ET"
ELAN,10.2,Call,10,2023-07-21,38,0.7,0.73,0.75,0.75,2867,1829,1.57,52.43%,0.567443,"14:00 ET"
AFRM,18.95,Call,21,2023-06-16,3,0.26,0.27,0.27,0.28,3155,2012,1.57,142.42%,0.206586,"14:03 ET"
MSFT,333.98,Call,342.5,2023-06-16,3,0.67,0.68,0.69,0.69,4445,2832,1.57,27.59%,0.159002,"14:04 ET"
AAPL,183.01,Put,182.5,2023-06-16,3,1.2,1.21,1.22,1.22,27603,17569,1.57,22.48%,-0.436152,"14:04 ET"
SMCI,242.4,Call,350,2023-07-21,38,1.45,1.55,1.65,1.75,611,392,1.56,70.89%,0.069226,"13:51 ET"
CCL,15.26,Call,16.5,2023-06-23,10,0.24,0.25,0.26,0.25,1727,1104,1.56,66.69%,0.259639,"13:43 ET"
UPST,36.59,Put,34,2023-06-16,3,0.75,0.78,0.8,0.72,1504,968,1.55,127.95%,-0.28074,"14:01 ET"
CRM,209.66,Call,220,2023-06-23,10,1.22,1.24,1.26,1.22,2079,1338,1.55,32.88%,0.197375,"14:04 ET"
AMD,129.1,Call,150,2023-06-23,10,0.49,0.51,0.53,0.5,2825,1819,1.55,65.36%,0.082524,"14:02 ET"
M,16.32,Call,14,2023-06-16,3,2.31,2.35,2.39,2.32,2904,1869,1.55,110.45%,0.944989,"13:58 ET"
U,38.54,Call,45,2023-06-16,3,0.14,0.15,0.15,0.14,7344,4745,1.55,121.58%,0.077067,"14:04 ET"
PLTR,15.99,Call,29,2023-11-17,157,0.68,0.72,0.76,0.72,1050,682,1.54,79.30%,0.196511,"13:44 ET"
HOG,34.47,Call,35,2023-06-16,3,0.35,0.43,0.5,0.36,1580,1026,1.54,39.03%,0.413571,"13:25 ET"
GME,27.31,Call,40,2023-09-15,94,1.4,1.49,1.58,1.48,1825,1185,1.54,87.00%,0.255685,"14:03 ET"
PLUG,10.89,Call,12,2023-06-30,17,0.53,0.55,0.56,0.55,2392,1558,1.54,103.05%,0.371828,"13:59 ET"
MSFT,333.98,Call,332.5,2023-06-16,3,4.05,4.07,4.1,4.1,9642,6241,1.54,27.62%,0.573763,"14:04 ET"
SOFI,9.48,Put,9,2023-08-18,66,0.97,0.98,0.99,0.97,1155,754,1.53,77.65%,-0.372002,"14:02 ET"
MO,45.81,Put,45,2023-12-15,185,2.14,2.17,2.2,2.17,2113,1377,1.53,18.35%,-0.439553,"12:59 ET"
META,271.3,Put,272.5,2023-06-23,10,6.35,6.38,6.4,6.4,897,591,1.52,30.58%,-0.542404,"14:05 ET"
META,271.3,Put,275,2023-06-23,10,7.8,7.85,7.9,7.46,1278,841,1.52,30.33%,-0.614778,"13:52 ET"
AI,43.73,Call,55,2023-06-16,3,0.2,0.23,0.25,0.24,1971,1293,1.52,186.06%,0.078699,"14:04 ET"
GME,27.31,Call,35,2023-07-21,38,0.95,0.98,1,1,2014,1323,1.52,94.54%,0.239782,"14:03 ET"
U,38.54,Call,38,2023-06-16,3,1.26,1.28,1.29,1.26,4010,2630,1.52,83.01%,0.546344,"14:05 ET"
MSFT,333.98,Put,332.5,2023-06-16,3,2.44,2.45,2.45,2.44,4814,3163,1.52,25.77%,-0.422687,"14:05 ET"
AMD,129.1,Call,131,2023-07-07,24,5.1,5.18,5.25,5.22,799,528,1.51,48.05%,0.46423,"14:02 ET"
MSFT,333.98,Put,330,2023-06-16,3,1.55,1.56,1.57,1.52,12754,8432,1.51,26.19%,-0.304751,"14:04 ET"
AMZN,126.52,Call,126,2023-06-16,3,1.92,1.94,1.95,1.93,14404,9561,1.51,37.55%,0.545501,"14:04 ET"
TSLA,259.44,Call,300,2023-07-21,38,7.7,7.75,7.8,7.76,37940,25171,1.51,62.45%,0.269281,"14:05 ET"
RIVN,15.36,Call,17.5,2023-07-21,38,0.83,0.84,0.84,0.83,64684,42899,1.51,79.10%,0.357213,"14:05 ET"
TSLA,259.44,Call,350,2023-07-28,45,3.35,3.43,3.5,3.39,594,395,1.5,66.69%,0.124484,"14:04 ET"
META,271.3,Call,290,2023-06-23,10,0.84,0.85,0.85,0.87,1661,1108,1.5,33.92%,0.116546,"14:02 ET"
ORCL,117.68,Put,110,2023-08-18,66,1.64,1.67,1.7,1.65,2040,1363,1.5,24.60%,-0.2221,"14:02 ET"
RIVN,15.36,Put,15,2023-06-23,10,0.64,0.66,0.67,0.67,659,441,1.49,83.89%,-0.404609,"13:57 ET"
BYND,14.36,Call,14,2023-07-21,38,1.85,1.93,2,1.96,669,450,1.49,102.24%,0.585489,"14:03 ET"
MSFT,333.98,Call,337.5,2023-06-23,10,3.35,3.4,3.45,3.4,943,632,1.49,21.96%,0.401042,"13:56 ET"
ORCL,117.68,Call,135,2023-08-18,66,0.7,0.76,0.83,0.75,1557,1047,1.49,25.27%,0.124875,"13:57 ET"
ORCL,117.68,Call,120,2023-06-23,10,1.31,1.36,1.4,1.37,5586,3755,1.49,28.92%,0.364574,"14:05 ET"
DKNG,26.25,Put,17.5,2023-10-20,129,0.45,0.47,0.49,0.48,7247,4853,1.49,61.06%,-0.093101,"12:39 ET"
AMZN,126.52,Put,125,2025-12-19,920,19.75,19.93,20.1,19.9,509,343,1.48,33.69%,-0.348994,"13:08 ET"
CVNA,23.94,Call,40,2023-06-23,10,0.28,0.31,0.33,0.32,873,591,1.48,213.63%,0.094151,"14:02 ET"
PANW,233.61,Put,222.5,2023-06-16,3,0.33,0.37,0.4,0.28,885,598,1.48,38.28%,-0.095088,"13:46 ET"
C,49.06,Call,49,2023-07-07,24,1.32,1.33,1.34,1.32,954,643,1.48,26.01%,0.516873,"13:57 ET"
CRM,209.66,Call,212.5,2023-06-23,10,3.05,3.1,3.15,3.08,972,658,1.48,31.05%,0.40927,"13:45 ET"
FUBO,2.17,Call,1.5,2023-07-21,38,0.7,0.72,0.73,0.74,1209,818,1.48,101.60%,0.904404,"13:30 ET"
RIVN,15.36,Call,20,2023-06-30,17,0.18,0.19,0.2,0.2,1234,833,1.48,99.45%,0.132162,"13:56 ET"
AFRM,18.95,Put,18.5,2023-06-16,3,0.73,0.74,0.75,0.73,1442,974,1.48,125.33%,-0.433048,"14:04 ET"
DAL,41.36,Call,55,2023-09-15,94,0.08,0.1,0.11,0.1,1512,1024,1.48,29.65%,0.041732,"13:41 ET"
AMD,129.1,Call,200,2023-09-15,94,0.98,1.03,1.08,1.15,2183,1479,1.48,53.56%,0.073425,"13:32 ET"
NVDA,408.26,Call,440,2023-08-18,66,18.2,18.3,18.4,18.27,2258,1525,1.48,42.68%,0.388334,"14:03 ET"
PLTR,15.99,Call,16.5,2023-06-16,3,0.3,0.31,0.31,0.31,16582,11197,1.48,96.77%,0.347688,"14:05 ET"
SNAP,10.32,Call,10.5,2023-06-16,3,0.16,0.17,0.17,0.16,18163,12244,1.48,69.85%,0.370338,"14:05 ET"
NFLX,435.87,Put,412.5,2023-06-16,3,0.71,0.73,0.75,0.75,593,404,1.47,43.86%,-0.091773,"14:03 ET"
TSLA,259.44,Put,235,2023-07-07,24,5.55,5.63,5.7,5.67,664,451,1.47,58.25%,-0.233565,"14:03 ET"
GME,27.31,Call,35,2023-06-23,10,0.41,0.43,0.45,0.44,2882,1966,1.47,140.06%,0.150899,"14:04 ET"
RH,277.98,Call,285,2023-06-16,3,1.85,2,2.15,2.47,521,356,1.46,48.13%,0.274644,"12:18 ET"
DLTR,135.34,Call,136,2023-06-16,3,1.05,1.14,1.23,1.14,540,369,1.46,27.15%,0.456573,"14:01 ET"
"Downloaded from Barchart.com as of 06-13-2023 01:28pm CDT"
